lr-Adam/pg1,lr-Adam/pg2,step,val/loss,val/auroc,val/av_prec,val/acc,val/w_acc,val/av_f1,epoch,train/auroc,train/av_prec,train/acc,train/w_acc,train/av_f1,test/loss,test/auroc,test/av_prec,test/acc,test/w_acc,test/av_f1,test/bacc
1.442986898059786e-05,1.442986898059786e-05,12,,,,,,,,,,,,,,,,,,,
,,13,1.721364140510559,0.7575028538703918,nan,0.3540000021457672,0.20000000298023224,0.10457901656627655,6,,,,,,,,,,,,
,,13,,,,,,,6,0.6444444060325623,nan,0.4000000059604645,nan,0.20000000298023224,,,,,,,
1.442986898059786e-05,1.442986898059786e-05,14,,,,,,,,,,,,,,,,,,,
,,15,1.7205450534820557,0.7550402879714966,nan,0.3540000021457672,0.20000000298023224,0.10457901656627655,7,,,,,,,,,,,,
,,15,,,,,,,7,0.6571428179740906,nan,0.6000000238418579,nan,nan,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,16,,,,,,,,,,,,,,,,,,,
,,17,1.71865975856781,0.7543118000030518,nan,0.3499999940395355,0.1977401077747345,0.10370370000600815,8,,,,,,,,,,,,
,,17,,,,,,,8,0.5682539939880371,0.3816666603088379,0.30000001192092896,nan,0.20000000298023224,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,18,,,,,,,,,,,,,,,,,,,
,,19,1.7141835689544678,0.7490283846855164,nan,0.3479999899864197,0.19661016762256622,0.10326409339904785,9,,,,,,,,,,,,
,,19,,,,,,,9,0.6476190686225891,nan,0.5,nan,0.41999998688697815,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,20,,,,,,,,,,,,,,,,,,,
,,21,1.70868718624115,0.7367851138114929,nan,0.335999995470047,0.18983051180839539,0.10059879720211029,10,,,,,,,,,,,,
,,21,,,,,,,10,0.6380953192710876,nan,0.4000000059604645,nan,0.2133333384990692,,,,,,,
1.4429868980597862e-06,1.4429868980597862e-06,22,,,,,,,,,,,,,,,,,,,
,,23,1.7040733098983765,0.7194752097129822,nan,0.33399999141693115,0.1887005716562271,0.10014992952346802,11,,,,,,,,,,,,
,,23,,,,,,,11,0.7047619223594666,nan,0.4000000059604645,nan,0.2133333384990692,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,24,,,,,,,,,,,,,,,,,,,
,,25,1.6994625329971313,0.7125934958457947,nan,0.33399999141693115,0.1887005716562271,0.10014992952346802,12,,,,,,,,,,,,
,,25,,,,,,,12,0.5841269493103027,nan,0.4000000059604645,nan,0.29428571462631226,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,26,,,,,,,,,,,,,,,,,,,
,,27,1.686233401298523,0.7148436903953552,nan,0.3240000009536743,0.18305084109306335,0.09833080321550369,13,,,,,,,,,,,,
,,27,,,,,,,13,0.7587301135063171,nan,0.4000000059604645,nan,nan,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,28,,,,,,,,,,,,,,,,,,,
,,29,1.67099130153656,0.7189017534255981,nan,0.32199999690055847,0.18192091584205627,0.09817073494195938,14,,,,,,,,,,,,
,,29,,,,,,,14,0.5682539343833923,nan,0.30000001192092896,nan,nan,,,,,,,
1.4429868980597863e-07,1.4429868980597863e-07,30,,,,,,,,,,,,,,,,,,,
,,31,1.6592189073562622,0.7199093699455261,nan,0.3240000009536743,0.1924472153186798,0.11725874245166779,15,,,,,,,,,,,,
,,31,,,,,,,15,0.7015872597694397,nan,0.4000000059604645,nan,0.2199999988079071,,,,,,,
1.4429868980597864e-08,1.4429868980597864e-08,32,,,,,,,,,,,,,,,,,,,
,,33,1.6538292169570923,0.7229621410369873,nan,0.3160000145435333,0.18792743980884552,0.11351553350687027,16,,,,,,,,,,,,
,,33,,,,,,,16,0.723809540271759,nan,0.5,nan,0.41999998688697815,,,,,,,
,,34,,,,,,,17,,,,,,1.685509204864502,0.5873982310295105,nan,0.33799999952316284,0.2612196207046509,0.1475813090801239,0.2612196207046509
